-4.400000000000000022e-01,-4.199999999999999845e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.200000000000000067e-01,-2.999999999999999889e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.200000000000000011e-01,-2.000000000000000111e-01,-1.799999999999999933e-01,-1.599999999999999756e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-8.000000000000001554e-02,-5.999999999999999778e-02,-3.999999999999998002e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,3.999999999999998002e-02,5.999999999999999778e-02,8.000000000000001554e-02,1.000000000000000333e-01,1.200000000000000511e-01,1.399999999999999578e-01,1.599999999999999756e-01,1.799999999999999933e-01,2.000000000000000111e-01,2.200000000000000289e-01,2.400000000000000466e-01,2.600000000000000644e-01,2.799999999999999711e-01,2.999999999999999889e-01,3.200000000000000067e-01,3.400000000000000244e-01,3.600000000000000422e-01,3.800000000000000600e-01,3.999999999999999667e-01,4.199999999999999845e-01,4.400000000000000022e-01,4.600000000000000200e-01,4.800000000000000377e-01,5.000000000000000000e-01,5.200000000000000178e-01,5.400000000000000355e-01,5.600000000000000533e-01
-4.600000000000000200e-01,-4.400000000000000022e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.400000000000000244e-01,-3.200000000000000067e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.400000000000000189e-01,-2.200000000000000289e-01,-2.000000000000000111e-01,-1.799999999999999933e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-1.000000000000000333e-01,-8.000000000000001554e-02,-5.999999999999999778e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,1.999999999999996225e-02,3.999999999999998002e-02,5.999999999999999778e-02,8.000000000000001554e-02,1.000000000000000333e-01,1.199999999999999400e-01,1.399999999999999578e-01,1.599999999999999756e-01,1.799999999999999933e-01,2.000000000000000111e-01,2.200000000000000289e-01,2.400000000000000466e-01,2.599999999999999534e-01,2.799999999999999711e-01,2.999999999999999889e-01,3.200000000000000067e-01,3.400000000000000244e-01,3.600000000000000422e-01,3.799999999999999489e-01,3.999999999999999667e-01,4.199999999999999845e-01,4.400000000000000022e-01,4.600000000000000200e-01,4.800000000000000377e-01,4.999999999999999445e-01,5.200000000000000178e-01,5.400000000000000355e-01
-4.799999999999999822e-01,-4.599999999999999645e-01,-4.400000000000000022e-01,-4.199999999999999845e-01,-3.999999999999999667e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.199999999999999512e-01,-2.999999999999999889e-01,-2.799999999999999711e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.799999999999999933e-01,-1.599999999999999756e-01,-1.399999999999999578e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999999778e-02,-3.999999999999998002e-02,-1.999999999999996225e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.200000000000000844e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.200000000000000622e-01,3.400000000000000799e-01,3.599999999999999867e-01,3.800000000000000044e-01,4.000000000000000222e-01,4.200000000000000400e-01,4.400000000000000577e-01,4.600000000000000755e-01,4.799999999999999822e-01,5.000000000000000000e-01,5.200000000000000178e-01
-5.000000000000000000e-01,-4.799999999999999822e-01,-4.600000000000000200e-01,-4.400000000000000022e-01,-4.199999999999999845e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.200000000000000067e-01,-2.999999999999999889e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-2.000000000000000111e-01,-1.799999999999999933e-01,-1.599999999999999756e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-8.000000000000001554e-02,-5.999999999999999778e-02,-3.999999999999998002e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.200000000000000622e-01,3.399999999999999689e-01,3.599999999999999867e-01,3.800000000000000044e-01,4.000000000000000222e-01,4.200000000000000400e-01,4.400000000000000577e-01,4.599999999999999645e-01,4.799999999999999822e-01,5.000000000000000000e-01
-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000200e-01,-4.400000000000000022e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.400000000000000244e-01,-3.200000000000000067e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.200000000000000289e-01,-2.000000000000000111e-01,-1.799999999999999933e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-1.000000000000000333e-01,-8.000000000000001554e-02,-5.999999999999999778e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.199999999999999512e-01,3.399999999999999689e-01,3.599999999999999867e-01,3.800000000000000044e-01,4.000000000000000222e-01,4.200000000000000400e-01,4.399999999999999467e-01,4.599999999999999645e-01,4.799999999999999822e-01
-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000200e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.600000000000000422e-01,-3.400000000000000244e-01,-3.200000000000000622e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.400000000000000466e-01,-2.200000000000000289e-01,-2.000000000000000111e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.200000000000000511e-01,-1.000000000000000333e-01,-8.000000000000001554e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,3.999999999999992450e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.799999999999999378e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,2.999999999999999334e-01,3.199999999999999512e-01,3.399999999999999689e-01,3.599999999999999867e-01,3.800000000000000044e-01,4.000000000000000222e-01,4.199999999999999289e-01,4.399999999999999467e-01,4.599999999999999645e-01
-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000755e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000600e-01,-3.600000000000000422e-01,-3.400000000000000799e-01,-3.200000000000000622e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000644e-01,-2.400000000000000466e-01,-2.200000000000000289e-01,-2.000000000000000666e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000688e-01,-1.200000000000000511e-01,-1.000000000000000333e-01,-8.000000000000007105e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,1.999999999999990674e-02,3.999999999999992450e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.599999999999999201e-01,1.799999999999999378e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.799999999999999156e-01,2.999999999999999334e-01,3.199999999999999512e-01,3.399999999999999689e-01,3.599999999999999867e-01,3.800000000000000044e-01,3.999999999999999112e-01,4.199999999999999289e-01,4.399999999999999467e-01
-5.799999999999999600e-01,-5.599999999999999423e-01,-5.399999999999999245e-01,-5.200000000000000178e-01,-4.999999999999999445e-01,-4.799999999999999822e-01,-4.599999999999999645e-01,-4.399999999999999467e-01,-4.199999999999999289e-01,-3.999999999999999667e-01,-3.799999999999999489e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.199999999999999512e-01,-2.999999999999999334e-01,-2.799999999999999711e-01,-2.599999999999999534e-01,-2.399999999999999356e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.799999999999999378e-01,-1.599999999999999756e-01,-1.399999999999999578e-01,-1.199999999999999400e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-3.999999999999992450e-02,-1.999999999999990674e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,1.000000000000000888e-01,1.200000000000001066e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.200000000000000844e-01,2.400000000000001021e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.200000000000000622e-01,3.400000000000000799e-01,3.600000000000000977e-01,3.800000000000000044e-01,4.000000000000000222e-01,4.200000000000000400e-01
-5.999999999999999778e-01,-5.799999999999999600e-01,-5.599999999999999423e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.799999999999999822e-01,-4.599999999999999645e-01,-4.399999999999999467e-01,-4.199999999999999845e-01,-3.999999999999999667e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.199999999999999512e-01,-2.999999999999999889e-01,-2.799999999999999711e-01,-2.599999999999999534e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.799999999999999933e-01,-1.599999999999999756e-01,-1.399999999999999578e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-3.999999999999992450e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,1.000000000000000888e-01,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.200000000000000844e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.200000000000000622e-01,3.400000000000000799e-01,3.599999999999999867e-01,3.800000000000000044e-01,4.000000000000000222e-01
-6.199999999999999956e-01,-5.999999999999999778e-01,-5.799999999999999600e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.799999999999999822e-01,-4.599999999999999645e-01,-4.400000000000000022e-01,-4.199999999999999845e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.200000000000000067e-01,-2.999999999999999889e-01,-2.799999999999999711e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-2.000000000000000111e-01,-1.799999999999999933e-01,-1.599999999999999756e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.200000000000000622e-01,3.399999999999999689e-01,3.599999999999999867e-01,3.800000000000000044e-01
-6.400000000000000133e-01,-6.199999999999999956e-01,-5.999999999999999778e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.799999999999999822e-01,-4.600000000000000200e-01,-4.400000000000000022e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.400000000000000244e-01,-3.200000000000000067e-01,-2.999999999999999889e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.200000000000000289e-01,-2.000000000000000111e-01,-1.799999999999999933e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.000000000000000444e-01,3.199999999999999512e-01,3.399999999999999689e-01,3.599999999999999867e-01
-6.600000000000000311e-01,-6.400000000000000133e-01,-6.199999999999999956e-01,-6.000000000000000888e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000200e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.600000000000000422e-01,-3.400000000000000244e-01,-3.200000000000000067e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.400000000000000466e-01,-2.200000000000000289e-01,-2.000000000000000111e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-8.000000000000007105e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.799999999999999378e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,2.999999999999999334e-01,3.199999999999999512e-01,3.399999999999999689e-01
-6.800000000000000488e-01,-6.600000000000000311e-01,-6.400000000000000133e-01,-6.200000000000001066e-01,-6.000000000000000888e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000755e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000600e-01,-3.600000000000000422e-01,-3.400000000000000244e-01,-3.200000000000000622e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000644e-01,-2.400000000000000466e-01,-2.200000000000000289e-01,-2.000000000000000666e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-1.000000000000000888e-01,-8.000000000000007105e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,3.999999999999992450e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.599999999999999201e-01,1.799999999999999378e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.799999999999999156e-01,2.999999999999999334e-01,3.199999999999999512e-01
-7.000000000000000666e-01,-6.800000000000000488e-01,-6.600000000000000311e-01,-6.400000000000001243e-01,-6.200000000000001066e-01,-6.000000000000000888e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000933e-01,-4.600000000000000755e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000777e-01,-3.800000000000000600e-01,-3.600000000000000422e-01,-3.400000000000000799e-01,-3.200000000000000622e-01,-3.000000000000000444e-01,-2.800000000000000822e-01,-2.600000000000000644e-01,-2.400000000000000466e-01,-2.200000000000000844e-01,-2.000000000000000666e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.200000000000001066e-01,-1.000000000000000888e-01,-8.000000000000007105e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,1.999999999999990674e-02,3.999999999999992450e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.399999999999999023e-01,1.599999999999999201e-01,1.799999999999999378e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.599999999999998979e-01,2.799999999999999156e-01,2.999999999999999334e-01
-7.199999999999999734e-01,-6.999999999999999556e-01,-6.799999999999999378e-01,-6.599999999999999201e-01,-6.400000000000000133e-01,-6.199999999999999956e-01,-5.999999999999999778e-01,-5.799999999999999600e-01,-5.599999999999999423e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.799999999999999822e-01,-4.599999999999999645e-01,-4.399999999999999467e-01,-4.199999999999999845e-01,-3.999999999999999667e-01,-3.799999999999999489e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.199999999999999512e-01,-2.999999999999999889e-01,-2.799999999999999711e-01,-2.599999999999999534e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.799999999999999378e-01,-1.599999999999999201e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-3.999999999999992450e-02,-1.999999999999990674e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,1.000000000000000888e-01,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.200000000000000844e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01
-7.399999999999999911e-01,-7.199999999999999734e-01,-6.999999999999999556e-01,-6.799999999999999378e-01,-6.600000000000000311e-01,-6.400000000000000133e-01,-6.199999999999999956e-01,-5.999999999999999778e-01,-5.799999999999999600e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.799999999999999822e-01,-4.599999999999999645e-01,-4.400000000000000022e-01,-4.199999999999999845e-01,-3.999999999999999667e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.200000000000000067e-01,-2.999999999999999889e-01,-2.799999999999999711e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.799999999999999378e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-3.999999999999992450e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,2.000000000000000666e-01,2.199999999999999734e-01,2.399999999999999911e-01,2.600000000000000089e-01
-7.600000000000000089e-01,-7.399999999999999911e-01,-7.199999999999999734e-01,-6.999999999999999556e-01,-6.800000000000000488e-01,-6.600000000000000311e-01,-6.400000000000000133e-01,-6.199999999999999956e-01,-5.999999999999999778e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.799999999999999822e-01,-4.600000000000000200e-01,-4.400000000000000022e-01,-4.199999999999999845e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.599999999999999867e-01,-3.400000000000000244e-01,-3.200000000000000067e-01,-2.999999999999999889e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.800000000000000488e-01,1.999999999999999556e-01,2.199999999999999734e-01,2.399999999999999911e-01
-7.800000000000000266e-01,-7.600000000000000089e-01,-7.399999999999999911e-01,-7.199999999999999734e-01,-7.000000000000000666e-01,-6.800000000000000488e-01,-6.600000000000000311e-01,-6.400000000000000133e-01,-6.199999999999999956e-01,-6.000000000000000888e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000200e-01,-4.400000000000000022e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000044e-01,-3.600000000000000422e-01,-3.400000000000000244e-01,-3.200000000000000067e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-2.000000000000000666e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01,1.799999999999999378e-01,1.999999999999999556e-01,2.199999999999999734e-01
-8.000000000000000444e-01,-7.800000000000000266e-01,-7.600000000000000089e-01,-7.399999999999999911e-01,-7.200000000000000844e-01,-7.000000000000000666e-01,-6.800000000000000488e-01,-6.600000000000000311e-01,-6.400000000000000133e-01,-6.200000000000001066e-01,-6.000000000000000888e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000200e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000222e-01,-3.800000000000000600e-01,-3.600000000000000422e-01,-3.400000000000000244e-01,-3.200000000000000622e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.200000000000000844e-01,-2.000000000000000666e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-8.000000000000007105e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,2.000000000000001776e-02,3.999999999999992450e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.400000000000000133e-01,1.599999999999999201e-01,1.799999999999999378e-01,1.999999999999999556e-01
-8.200000000000000622e-01,-8.000000000000000444e-01,-7.800000000000000266e-01,-7.600000000000000089e-01,-7.400000000000001021e-01,-7.200000000000000844e-01,-7.000000000000000666e-01,-6.800000000000000488e-01,-6.600000000000000311e-01,-6.400000000000001243e-01,-6.200000000000001066e-01,-6.000000000000000888e-01,-5.800000000000000711e-01,-5.600000000000000533e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-5.000000000000000000e-01,-4.800000000000000377e-01,-4.600000000000000755e-01,-4.400000000000000577e-01,-4.200000000000000400e-01,-4.000000000000000777e-01,-3.800000000000000600e-01,-3.600000000000000422e-01,-3.400000000000000799e-01,-3.200000000000000622e-01,-3.000000000000000444e-01,-2.800000000000000266e-01,-2.600000000000000089e-01,-2.400000000000001021e-01,-2.200000000000000844e-01,-2.000000000000000666e-01,-1.800000000000000488e-01,-1.600000000000000311e-01,-1.400000000000000133e-01,-1.199999999999999956e-01,-1.000000000000000888e-01,-8.000000000000007105e-02,-6.000000000000005329e-02,-4.000000000000003553e-02,-2.000000000000001776e-02,0.000000000000000000e+00,1.999999999999990674e-02,3.999999999999992450e-02,5.999999999999994227e-02,7.999999999999996003e-02,9.999999999999997780e-02,1.199999999999999956e-01,1.399999999999999023e-01,1.599999999999999201e-01,1.799999999999999378e-01
-8.399999999999999689e-01,-8.199999999999999512e-01,-7.999999999999999334e-01,-7.800000000000000266e-01,-7.600000000000000089e-01,-7.399999999999999911e-01,-7.199999999999999734e-01,-6.999999999999999556e-01,-6.799999999999999378e-01,-6.599999999999999201e-01,-6.399999999999999023e-01,-6.199999999999999956e-01,-5.999999999999999778e-01,-5.799999999999999600e-01,-5.599999999999999423e-01,-5.400000000000000355e-01,-5.200000000000000178e-01,-4.999999999999999445e-01,-4.799999999999999822e-01,-4.599999999999999645e-01,-4.399999999999999467e-01,-4.199999999999999845e-01,-3.999999999999999667e-01,-3.799999999999999489e-01,-3.599999999999999867e-01,-3.399999999999999689e-01,-3.199999999999999512e-01,-2.999999999999999334e-01,-2.799999999999999156e-01,-2.600000000000000089e-01,-2.399999999999999911e-01,-2.199999999999999734e-01,-1.999999999999999556e-01,-1.799999999999999378e-01,-1.599999999999999201e-01,-1.399999999999999023e-01,-1.199999999999999956e-01,-9.999999999999997780e-02,-7.999999999999996003e-02,-5.999999999999994227e-02,-3.999999999999992450e-02,-1.999999999999990674e-02,0.000000000000000000e+00,2.000000000000001776e-02,4.000000000000003553e-02,6.000000000000005329e-02,8.000000000000007105e-02,1.000000000000000888e-01,1.199999999999999956e-01,1.400000000000000133e-01,1.600000000000000311e-01
